"return_id","order__order_id","product__product_id","customer__customer_id","return_unit_cost","return_unit_quantity","wdf__client_id","return_unit_paid_amount","date","return_date"
"R-PT8UH9AW","O-ILUDC8WR","P-Z1MH6RU4","C-5MX52VV1","468.84","5","merchant__bigboxretailer","640.78","2021-08-24 18:25:02","2021-08-24 18:25:02"
"R-3HTIDL0N","O-80O3LIU1","P-KTIPZKCX","C-ZPWYAF04","323.39","10","merchant__electronics","629.18","2021-08-24 18:41:20","2021-08-24 18:41:20"
"R-SPG6WQPY","O-LQJ7P4PA","P-6GC7XGPK","C-QE32B6WZ","568.34","10","merchant__electronics","533.1","2021-08-24 20:24:05","2021-08-24 20:24:05"
"R-RMT2OZCJ","O-7I2MVXDH","P-JFNWQIFR","C-AH3DPAY9","41.78","4","merchant__bigboxretailer","223.49","2021-08-25 00:41:59","2021-08-25 00:41:59"
"R-3AUOQKA3","O-ZMUVY94K","P-V8JCV0J1","C-W5P02NDU","563.49","3","merchant__clothing","683.55","2021-08-25 07:00:01","2021-08-25 07:00:01"
"R-W1B58GFJ","O-DO4JXNN8","P-3QEYGQT6","C-OH9794SC","844.31","9","merchant__bigboxretailer","599.83","2021-08-25 12:49:43","2021-08-25 12:49:43"
"R-WXIQ6UQ3","O-6Q1UW17Z","P-Z59F8USY","C-3LO5EDXY","15.91","4","merchant__electronics","242.03","2021-08-25 12:59:02","2021-08-25 12:59:02"
"R-954WBJ5P","O-I02WKGRI","P-1BGBALTC","C-E94ILFWE","68.32","2","merchant__clothing","261.65","2021-08-25 15:37:03","2021-08-25 15:37:03"
"R-023NJWUV","O-RXQI3UEC","P-VOEIYK0G","C-G4MLAH25","39.95","2","merchant__bigboxretailer","38.57","2021-08-25 15:49:26","2021-08-25 15:49:26"
"R-2CIAIR4F","O-MY5N804J","P-V8JCV0J1","C-DZECSGUE","266.57","1","merchant__clothing","497.69","2021-08-25 18:55:04","2021-08-25 18:55:04"
"R-EPWWNF7M","O-N8PQ7B0X","P-9JXUBEF9","C-S99J6VWA","370.56","5","merchant__bigboxretailer","519.36","2021-08-26 10:01:06","2021-08-26 10:01:06"
"R-XPL9TI4C","O-QK5Q61AT","P-IATI6E7C","C-S99J6VWA","478.62","4","merchant__bigboxretailer","733.33","2021-08-26 11:15:03","2021-08-26 11:15:03"
"R-9FA5FLSD","O-YDK94OZ4","P-9NRU3SVM","C-KKV53Z87","27.33","5","merchant__bigboxretailer","440.59","2021-08-26 12:54:33","2021-08-26 12:54:33"
"R-V0JHIKP5","O-KW6BTBJK","P-QTCC1QZX","C-S99J6VWA","23.31","10","merchant__bigboxretailer","265.56","2021-08-26 19:06:12","2021-08-26 19:06:12"
"R-5FWR24YF","O-KW6BTBJK","P-ZAU2W3Z9","C-S99J6VWA","396.53","7","merchant__bigboxretailer","594.59","2021-08-26 19:22:36","2021-08-26 19:22:36"
"R-4XKWECT3","O-K9OFHVZL","P-HNI2QR67","C-6M3XO59Y","269.01","6","merchant__bigboxretailer","615.41","2021-08-26 20:44:22","2021-08-26 20:44:22"
"R-LXIIF579","O-ZYIQ2IZM","P-155PCQB5","C-AH3DPAY9","181.46","1","merchant__bigboxretailer","439.6","2021-08-26 20:48:28","2021-08-26 20:48:28"
"R-6NIQXW4X","O-L14O5OL8","P-KTIPZKCX","C-TOW6ILN7","226.98","4","merchant__electronics","413.33","2021-08-27 00:34:54","2021-08-27 00:34:54"
"R-JCK0GLBK","O-4B5N55JN","P-9JXUBEF9","C-2LRFEZVR","69.35","5","merchant__bigboxretailer","179.42","2021-08-27 06:04:51","2021-08-27 06:04:51"
"R-QUA8WJVA","O-K9OFHVZL","P-XSZP9R64","C-6M3XO59Y","124.68","5","merchant__bigboxretailer","410.41","2021-08-27 07:03:01","2021-08-27 07:03:01"
"R-HCGGMI15","O-VYEMY2GR","P-4CG2IOLF","C-Q399A3GQ","9.69","4","merchant__electronics","27.4","2021-08-27 11:19:07","2021-08-27 11:19:07"
"R-J19AQPGV","O-4O60N6X4","P-4CG2IOLF","C-G4MLAH25","324.92","7","merchant__bigboxretailer","412.77","2021-08-27 14:54:18","2021-08-27 14:54:18"
"R-VKBS0SC6","O-A8XNUQBD","P-WXWJ1PQH","C-FGGHIZ59","173.46","4","merchant__electronics","191.15","2021-08-27 15:04:50","2021-08-27 15:04:50"
"R-BXJJS17J","O-MY5N804J","P-QCFV8W45","C-DZECSGUE","4.24","9","merchant__clothing","33.13","2021-08-27 16:48:25","2021-08-27 16:48:25"
"R-YWT6JAWA","O-A8XNUQBD","P-6YXUDZDH","C-FGGHIZ59","161.17","7","merchant__electronics","185.8","2021-08-27 16:51:52","2021-08-27 16:51:52"
"R-5SC9K4U2","O-WKN9N50U","P-B01VWS38","C-SGU66AUG","2.19","9","merchant__electronics","0.59","2021-08-27 16:51:54","2021-08-27 16:51:54"
"R-NWUQM38L","O-ZU0IOWG6","P-5OZ3VDM1","C-2VMCP2CC","2.23","6","merchant__bigboxretailer","4.08","2021-08-27 18:52:04","2021-08-27 18:52:04"
"R-2DN1ZCUD","O-ZYIQ2IZM","P-R7M1D68U","C-AH3DPAY9","16.0","7","merchant__bigboxretailer","19.47","2021-08-27 20:00:33","2021-08-27 20:00:33"
"R-IPTVPM1H","O-LURL03R8","P-I1EK2RA1","C-C3UP09BB","83.3","7","merchant__electronics","628.46","2021-08-27 22:08:01","2021-08-27 22:08:01"
"R-CJW8H69K","O-7I2MVXDH","P-QTCC1QZX","C-AH3DPAY9","8.63","2","merchant__bigboxretailer","40.12","2021-08-28 01:27:24","2021-08-28 01:27:24"
"R-54L4X35Y","O-7I2MVXDH","P-XK8I8GS4","C-AH3DPAY9","87.96","6","merchant__bigboxretailer","235.98","2021-08-28 02:23:44","2021-08-28 02:23:44"
"R-62RKQPNS","O-4B5N55JN","P-CF5SF6B1","C-2LRFEZVR","71.77","10","merchant__bigboxretailer","46.75","2021-08-28 03:19:50","2021-08-28 03:19:50"
"R-V3G7VCSZ","O-I1C6OJF8","P-Z59F8USY","C-FGGHIZ59","55.05","2","merchant__electronics","234.05","2021-08-28 09:28:21","2021-08-28 09:28:21"
"R-4RIYW9AR","O-XA6YT9GL","P-IW00QT67","C-A15XA63D","15.18","10","merchant__bigboxretailer","178.22","2021-08-28 10:46:43","2021-08-28 10:46:43"
"R-5JXSG44J","O-RXQI3UEC","P-WH20NQO6","C-G4MLAH25","92.88","4","merchant__bigboxretailer","446.1","2021-08-28 14:52:11","2021-08-28 14:52:11"
"R-D3W121ML","O-LURL03R8","P-XLCOJWPX","C-C3UP09BB","356.33","1","merchant__electronics","480.22","2021-08-28 15:31:57","2021-08-28 15:31:57"
"R-911J0YAZ","O-G53KD0B6","P-I1EK2RA1","C-OX83SIS9","738.02","7","merchant__electronics","576.74","2021-08-28 16:36:26","2021-08-28 16:36:26"
"R-T88OFBE1","O-I1C6OJF8","P-3UGI5Q6N","C-FGGHIZ59","45.7","7","merchant__electronics","60.46","2021-08-28 18:14:04","2021-08-28 18:14:04"
"R-N1MDPI6V","O-VW86O2BV","P-1RZN2MS3","C-5MX52VV1","111.55","8","merchant__bigboxretailer","519.17","2021-08-28 19:14:22","2021-08-28 19:14:22"
"R-VMZMKDKA","O-JH2B4O50","P-FKPTQI59","C-ID511SV3","115.76","10","merchant__electronics","271.24","2021-08-28 20:15:35","2021-08-28 20:15:35"
"R-RT1PLTGF","O-JH2B4O50","P-3QEYGQT6","C-ID511SV3","305.75","6","merchant__electronics","236.0","2021-08-28 20:45:55","2021-08-28 20:45:55"
"R-5RQMTHWD","O-T15FNPLX","P-WJ02AIHW","C-BJS8DPH8","592.63","4","merchant__electronics","490.65","2021-08-29 02:39:22","2021-08-29 02:39:22"
"R-QV6T00S9","O-T15FNPLX","P-BZG799N1","C-BJS8DPH8","769.26","1","merchant__electronics","773.0","2021-08-29 04:17:19","2021-08-29 04:17:19"
"R-MPTKFYL5","O-REOFOLVF","P-T84X228E","C-YR5GI0W7","7.72","6","merchant__clothing","35.48","2021-08-29 04:18:18","2021-08-29 04:18:18"
"R-0TI5XBB0","O-MY5N804J","P-73D6VT4O","C-DZECSGUE","107.13","10","merchant__clothing","129.08","2021-08-29 11:24:47","2021-08-29 11:24:47"
"R-3ECWVVA2","O-WKN9N50U","P-WJ02AIHW","C-SGU66AUG","4.7","2","merchant__electronics","8.09","2021-08-29 12:45:09","2021-08-29 12:45:09"
"R-ESXVR6S1","O-R4PEPZT6","P-4KW88B3C","C-P2TU25MB","70.19","3","merchant__electronics","828.08","2021-08-29 13:35:59","2021-08-29 13:35:59"
"R-MRIL9JD8","O-R4PEPZT6","P-KTIPZKCX","C-P2TU25MB","131.43","2","merchant__electronics","151.72","2021-08-29 14:56:40","2021-08-29 14:56:40"
"R-ZHHTDYE1","O-LJUWBXEK","P-CF5SF6B1","C-I0PC5ML9","60.25","10","merchant__bigboxretailer","145.86","2021-08-29 15:19:50","2021-08-29 15:19:50"
"R-WAAOWLGD","O-A8XNUQBD","P-4NZA2QGO","C-FGGHIZ59","7.08","10","merchant__electronics","18.71","2021-08-29 15:45:28","2021-08-29 15:45:28"
"R-3VACZWPY","O-EHG12N9B","P-YHQL78FM","C-453CYYHP","484.33","8","merchant__electronics","555.96","2021-08-29 15:56:43","2021-08-29 15:56:43"
"R-ON1MDC75","O-I02WKGRI","P-HJCBVCZ4","C-E94ILFWE","91.6","7","merchant__clothing","93.58","2021-08-29 16:32:27","2021-08-29 16:32:27"
"R-A7EFMHC5","O-GP107OJ1","P-VWPB01YN","C-2AW606TE","489.12","10","merchant__bigboxretailer","420.7","2021-08-29 18:18:08","2021-08-29 18:18:08"
"R-VS98DEF9","O-I1C6OJF8","P-KODMDODH","C-FGGHIZ59","12.93","1","merchant__electronics","114.52","2021-08-29 20:08:29","2021-08-29 20:08:29"
"R-Y707QLCV","O-C3WDTVII","P-WXWJ1PQH","C-EXSDKRDX","68.53","5","merchant__electronics","421.3","2021-08-29 20:11:09","2021-08-29 20:11:09"
"R-9R8UV6AC","O-VW86O2BV","P-WH20NQO6","C-5MX52VV1","8.53","3","merchant__bigboxretailer","25.15","2021-08-29 20:22:31","2021-08-29 20:22:31"
"R-K92K7ZPE","O-H4LZKHUR","P-XLCOJWPX","C-TOW6ILN7","29.43","10","merchant__electronics","275.45","2021-08-29 20:32:57","2021-08-29 20:32:57"
"R-W1E1IKH6","O-I1C6OJF8","P-4NZA2QGO","C-FGGHIZ59","279.56","9","merchant__electronics","345.22","2021-08-29 21:39:56","2021-08-29 21:39:56"
"R-1C4RDAK3","O-8SY1XOT3","P-EHKJYGAL","C-NEASZQT3","437.12","10","merchant__electronics","528.46","2021-08-29 22:43:31","2021-08-29 22:43:31"
"R-JPB40L9I","O-I09O5C4G","P-KTIPZKCX","C-EXSDKRDX","576.39","6","merchant__electronics","720.03","2021-08-29 22:52:10","2021-08-29 22:52:10"
"R-RCUINOEW","O-T15FNPLX","P-6GC7XGPK","C-BJS8DPH8","757.55","6","merchant__electronics","649.13","2021-08-30 03:45:29","2021-08-30 03:45:29"
"R-YI8S8PEK","O-4B5N55JN","P-HNI2QR67","C-2LRFEZVR","481.4","2","merchant__bigboxretailer","452.98","2021-08-30 05:44:48","2021-08-30 05:44:48"
"R-E4LXN6W9","O-W5ICAUQF","P-CF5SF6B1","C-K1O6QMFR","30.24","6","merchant__bigboxretailer","28.72","2021-08-30 09:18:16","2021-08-30 09:18:16"
"R-OTI7M8X7","O-6Q1UW17Z","P-6YXUDZDH","C-3LO5EDXY","29.83","3","merchant__electronics","33.06","2021-08-30 10:16:49","2021-08-30 10:16:49"
"R-UZLXNY3J","O-6Q1UW17Z","P-BZG799N1","C-3LO5EDXY","325.66","4","merchant__electronics","861.13","2021-08-30 11:40:48","2021-08-30 11:40:48"
"R-UU748JQV","O-8LHRNG4A","P-IW00QT67","C-A1A1X3SB","2.27","9","merchant__bigboxretailer","55.05","2021-08-30 11:46:49","2021-08-30 11:46:49"
"R-QWWIBIE4","O-H4LZKHUR","P-KODMDODH","C-TOW6ILN7","81.81","7","merchant__electronics","55.24","2021-08-30 12:40:50","2021-08-30 12:40:50"
"R-5XZT1K12","O-XA6YT9GL","P-6YXUDZDH","C-A15XA63D","79.4","7","merchant__bigboxretailer","97.34","2021-08-30 13:19:45","2021-08-30 13:19:45"
"R-TTMLR4GL","O-3K5DFCQR","P-QTCC1QZX","C-UO2UJC0W","813.43","7","merchant__bigboxretailer","722.28","2021-08-30 15:19:15","2021-08-30 15:19:15"
"R-XRXL4WWL","O-DPN2AXCJ","P-FIILZP9M","C-K1O6QMFR","361.1","3","merchant__bigboxretailer","752.19","2021-08-30 19:28:30","2021-08-30 19:28:30"
"R-VJ09RCUT","O-LURL03R8","P-QCFV8W45","C-C3UP09BB","149.5","4","merchant__electronics","138.89","2021-08-30 21:34:59","2021-08-30 21:34:59"
"R-AU2QEAHM","O-LQJ7P4PA","P-WXWJ1PQH","C-QE32B6WZ","491.28","4","merchant__electronics","913.46","2021-08-30 22:35:17","2021-08-30 22:35:17"
"R-EMASG2PL","O-O120U3VY","P-B01VWS38","C-QETQ5EZJ","2.04","6","merchant__electronics","0.94","2021-08-30 22:54:06","2021-08-30 22:54:06"
"R-E0AKWRGF","O-BFAS4OLI","P-MPQ6WXMT","C-DZECSGUE","329.32","4","merchant__clothing","439.81","2021-08-31 00:33:04","2021-08-31 00:33:04"
"R-686P3PPK","O-R4PEPZT6","P-TLNTAS8N","C-P2TU25MB","367.78","9","merchant__electronics","530.87","2021-08-31 09:33:32","2021-08-31 09:33:32"
"R-22ACTVY9","O-O120U3VY","P-3QEYGQT6","C-QETQ5EZJ","495.58","7","merchant__electronics","366.78","2021-08-31 15:14:53","2021-08-31 15:14:53"
"R-10YGNFS6","O-W5ICAUQF","P-VOEIYK0G","C-K1O6QMFR","146.91","9","merchant__bigboxretailer","194.71","2021-08-31 15:44:46","2021-08-31 15:44:46"
"R-IK31H17X","O-EHG12N9B","P-KODMDODH","C-453CYYHP","10.92","6","merchant__electronics","62.52","2021-08-31 18:02:10","2021-08-31 18:02:10"
"R-700OF8CG","O-F7N4J3NA","P-0EHNKABW","C-3LO5EDXY","265.93","10","merchant__electronics","720.72","2021-08-31 18:07:52","2021-08-31 18:07:52"
"R-VBSUV06Z","O-H4LZKHUR","P-I1EK2RA1","C-TOW6ILN7","451.67","6","merchant__electronics","627.29","2021-08-31 20:18:07","2021-08-31 20:18:07"
"R-B1S59A59","O-H4LZKHUR","P-3UGI5Q6N","C-TOW6ILN7","199.11","1","merchant__electronics","224.37","2021-08-31 20:24:44","2021-08-31 20:24:44"
"R-UB16NTGF","O-SURL9036","P-7C6SF1AO","C-HXFPP1LR","241.95","7","merchant__bigboxretailer","734.57","2021-08-31 20:49:38","2021-08-31 20:49:38"
"R-M50DLU6J","O-7I2MVXDH","P-XLCOJWPX","C-AH3DPAY9","130.18","6","merchant__bigboxretailer","153.96","2021-09-01 04:26:50","2021-09-01 04:26:50"
"R-GTIC100L","O-7I2MVXDH","P-7C6SF1AO","C-AH3DPAY9","7.43","7","merchant__bigboxretailer","340.95","2021-09-01 05:11:58","2021-09-01 05:11:58"
"R-AYLLYRP0","O-6Q1UW17Z","P-KODMDODH","C-3LO5EDXY","295.76","5","merchant__electronics","210.79","2021-09-01 09:29:48","2021-09-01 09:29:48"
"R-DCEAGTXC","O-QK5Q61AT","P-VWPB01YN","C-S99J6VWA","31.26","7","merchant__bigboxretailer","532.05","2021-09-01 15:54:25","2021-09-01 15:54:25"
"R-4N48P8KU","O-F7N4J3NA","P-YHQL78FM","C-3LO5EDXY","63.32","10","merchant__electronics","124.89","2021-09-01 17:39:54","2021-09-01 17:39:54"
"R-UVV01T6W","O-2I3BJE2A","P-I1EK2RA1","C-4YWKDVTN","402.72","8","merchant__electronics","253.86","2021-09-01 20:40:11","2021-09-01 20:40:11"
"R-BVV30WRX","O-REOFOLVF","P-L3S2YL4N","C-YR5GI0W7","11.82","6","merchant__clothing","20.87","2021-09-02 05:59:21","2021-09-02 05:59:21"
"R-5AIM3FGD","O-H4LZKHUR","P-EHKJYGAL","C-TOW6ILN7","5.23","1","merchant__electronics","9.66","2021-09-02 07:05:59","2021-09-02 07:05:59"
"R-BCCVWOA8","O-O120U3VY","P-QCFV8W45","C-QETQ5EZJ","248.71","1","merchant__electronics","214.93","2021-09-02 09:20:19","2021-09-02 09:20:19"
"R-REAFTT4R","O-T6IH1DQF","P-YHQL78FM","C-PBCC6KW5","28.1","5","merchant__electronics","543.95","2021-09-02 09:36:44","2021-09-02 09:36:44"
"R-JTBUJXC5","O-F8HWBLG5","P-T25G5IH5","C-WZQ4LSX9","24.65","4","merchant__bigboxretailer","149.46","2021-09-02 15:10:32","2021-09-02 15:10:32"
"R-50QX53NY","O-Y9TF4ZTA","P-KODMDODH","C-UHSN45XW","526.0","3","merchant__electronics","726.68","2021-09-02 17:14:23","2021-09-02 17:14:23"
"R-KYW2CVZZ","O-JH2B4O50","P-6GC7XGPK","C-ID511SV3","654.03","3","merchant__electronics","673.48","2021-09-02 17:17:31","2021-09-02 17:17:31"
"R-FMAX5WYA","O-NT89GAV7","P-KODMDODH","C-JJM3JZTL","392.14","3","merchant__bigboxretailer","427.0","2021-09-02 21:00:33","2021-09-02 21:00:33"
"R-BQT4H9G2","O-1UHP259X","P-6GC7XGPK","C-QPL3H3R5","101.43","10","merchant__electronics","407.0","2021-09-03 06:57:57","2021-09-03 06:57:57"
"R-ZLMPLBE7","O-TM9P1JD4","P-FKPTQI59","C-YLWWVB3N","237.57","5","merchant__electronics","463.42","2021-09-03 12:04:54","2021-09-03 12:04:54"
"R-LBRICXGH","O-5KVNJ9RX","P-TLNTAS8N","C-EWM757G0","34.12","4","merchant__electronics","171.87","2021-09-03 12:15:49","2021-09-03 12:15:49"
"R-2GNEIDLG","O-A8FZQ8JU","P-WJ02AIHW","C-QETQ5EZJ","422.11","4","merchant__electronics","526.88","2021-09-03 16:26:24","2021-09-03 16:26:24"
"R-76MMAUXC","O-B6YHXIYX","P-4T2DYSGY","C-4VL3L6YG","96.41","4","merchant__bigboxretailer","463.48","2021-09-03 18:13:10","2021-09-03 18:13:10"
"R-1DNCQYCF","O-WCMQOW7X","P-WH20NQO6","C-9US7BSUT","105.88","6","merchant__bigboxretailer","154.49","2021-09-03 19:49:28","2021-09-03 19:49:28"
"R-DMJY72YU","O-HFZ3VXG8","P-4CG2IOLF","C-52XDOQP3","353.11","4","merchant__electronics","413.32","2021-09-03 20:52:39","2021-09-03 20:52:39"
"R-29XHQXKV","O-8LHRNG4A","P-VWPB01YN","C-A1A1X3SB","73.62","10","merchant__bigboxretailer","79.62","2021-09-03 21:10:53","2021-09-03 21:10:53"
"R-4TXWACTC","O-SS945EJ7","P-AM5G4O7T","C-WA3TQDE2","179.91","9","merchant__clothing","435.92","2021-09-04 02:40:33","2021-09-04 02:40:33"
"R-2FYQ04Z3","O-WCJARVRO","P-VOEIYK0G","C-XL2N62QL","549.17","6","merchant__bigboxretailer","483.01","2021-09-04 13:46:19","2021-09-04 13:46:19"
"R-7RHV0AL4","O-EQCX931Q","P-XK8I8GS4","C-POWBCK4J","291.69","3","merchant__bigboxretailer","292.42","2021-09-04 15:05:55","2021-09-04 15:05:55"
"R-WXDZBNVB","O-U324DE7T","P-6YXUDZDH","C-QOWD3D26","588.62","8","merchant__bigboxretailer","812.42","2021-09-04 16:41:43","2021-09-04 16:41:43"
"R-LC20PEGO","O-WCMQOW7X","P-CF5SF6B1","C-9US7BSUT","23.77","8","merchant__bigboxretailer","129.44","2021-09-04 19:04:29","2021-09-04 19:04:29"
"R-B5FBE8EY","O-HFZ3VXG8","P-ZHBUWTA0","C-52XDOQP3","42.44","6","merchant__electronics","361.19","2021-09-04 19:24:38","2021-09-04 19:24:38"
"R-Z1DG4839","O-2Q4GJUIN","P-QQ2OV12P","C-YR5GI0W7","77.87","10","merchant__clothing","51.02","2021-09-05 08:46:44","2021-09-05 08:46:44"
"R-RKGQB5P7","O-A8FZQ8JU","P-6GC7XGPK","C-QETQ5EZJ","325.29","5","merchant__electronics","512.32","2021-09-05 12:26:20","2021-09-05 12:26:20"
"R-CI3PZEDW","O-WCJARVRO","P-KYRSOO4D","C-XL2N62QL","51.22","6","merchant__bigboxretailer","282.54","2021-09-05 15:01:43","2021-09-05 15:01:43"
"R-6R61K5T5","O-832O88ZI","P-XLCOJWPX","C-AH3DPAY9","48.54","4","merchant__bigboxretailer","169.82","2021-09-05 18:46:58","2021-09-05 18:46:58"
"R-HO28AM8X","O-A8FZQ8JU","P-B01VWS38","C-QETQ5EZJ","239.33","6","merchant__electronics","794.45","2021-09-05 20:13:06","2021-09-05 20:13:06"
"R-6DB1PPK9","O-832O88ZI","P-R7M1D68U","C-AH3DPAY9","270.11","5","merchant__bigboxretailer","259.9","2021-09-05 20:27:49","2021-09-05 20:27:49"
"R-8KSNPLCA","O-SS945EJ7","P-ZHBUWTA0","C-WA3TQDE2","910.26","2","merchant__clothing","707.07","2021-09-06 01:51:32","2021-09-06 01:51:32"
"R-OEG8HF9U","O-T15FNPLX","P-TLNTAS8N","C-BJS8DPH8","327.13","3","merchant__electronics","323.23","2021-09-06 05:41:36","2021-09-06 05:41:36"
"R-MW18KCFV","O-A0P1GH0D","P-IATI6E7C","C-A1A1X3SB","90.33","9","merchant__bigboxretailer","102.91","2021-09-06 11:55:43","2021-09-06 11:55:43"
"R-ZDXXESI5","O-H80Y8R2Z","P-IG1AB0W0","C-2T91XNBT","77.2","2","merchant__clothing","57.65","2021-09-06 12:28:42","2021-09-06 12:28:42"
"R-WDO7GWYM","O-3K5DFCQR","P-QQ2OV12P","C-UO2UJC0W","527.94","1","merchant__bigboxretailer","777.55","2021-09-06 12:54:09","2021-09-06 12:54:09"
"R-LQ1N5QOO","O-A8FZQ8JU","P-YHQL78FM","C-QETQ5EZJ","12.26","5","merchant__electronics","40.09","2021-09-06 13:45:58","2021-09-06 13:45:58"
"R-BUYBNCPT","O-9GOVCY4A","P-B01VWS38","C-LQI9JUDK","84.86","7","merchant__electronics","413.51","2021-09-06 14:05:59","2021-09-06 14:05:59"
"R-K9ZYOJHZ","O-WCMQOW7X","P-JFNWQIFR","C-9US7BSUT","776.44","1","merchant__bigboxretailer","667.1","2021-09-06 18:45:25","2021-09-06 18:45:25"
"R-XF068WMI","O-0SW1OTRF","P-KODMDODH","C-U43IIL94","113.25","3","merchant__electronics","186.64","2021-09-06 21:58:49","2021-09-06 21:58:49"
"R-ROFX35FH","O-SS945EJ7","P-91R34DZ1","C-WA3TQDE2","40.92","3","merchant__clothing","38.86","2021-09-07 00:28:26","2021-09-07 00:28:26"
"R-8J555W4D","O-T6IH1DQF","P-HNI2QR67","C-PBCC6KW5","92.24","6","merchant__electronics","765.13","2021-09-07 08:24:27","2021-09-07 08:24:27"
"R-UGKZ3JGT","O-B97PIVD6","P-KTIPZKCX","C-S6OGKTV1","291.63","2","merchant__electronics","271.19","2021-09-07 10:07:55","2021-09-07 10:07:55"
"R-HW67TM89","O-T6IH1DQF","P-FKPTQI59","C-PBCC6KW5","302.68","7","merchant__electronics","405.7","2021-09-07 12:59:58","2021-09-07 12:59:58"
"R-4T0DKXN0","O-W5ICAUQF","P-4CG2IOLF","C-K1O6QMFR","79.42","5","merchant__bigboxretailer","156.04","2021-09-07 13:34:04","2021-09-07 13:34:04"
"R-A28EJLFM","O-9GOVCY4A","P-WXWJ1PQH","C-LQI9JUDK","47.82","9","merchant__electronics","33.91","2021-09-07 15:43:04","2021-09-07 15:43:04"
"R-G8EKC80Z","O-9GOVCY4A","P-4NZA2QGO","C-LQI9JUDK","155.49","5","merchant__electronics","144.5","2021-09-07 16:52:17","2021-09-07 16:52:17"
"R-JAM0ZZ05","O-ZVLHJ005","P-ZHBUWTA0","C-52XDOQP3","152.11","5","merchant__electronics","208.55","2021-09-07 17:34:10","2021-09-07 17:34:10"
"R-BIZEJ5EN","O-AZAGGFDZ","P-4KW88B3C","C-9KEVX0H1","389.27","9","merchant__electronics","493.77","2021-09-08 12:48:35","2021-09-08 12:48:35"
"R-HWXO78A5","O-5CF1HMB7","P-6YXUDZDH","C-2AW606TE","58.91","6","merchant__bigboxretailer","52.77","2021-09-08 17:08:30","2021-09-08 17:08:30"
"R-PUFN5BMB","O-FFLT9BBP","P-KTIPZKCX","C-9KEVX0H1","374.43","9","merchant__electronics","259.3","2021-09-08 17:45:25","2021-09-08 17:45:25"
"R-WSVW2ZO1","O-56IP54VJ","P-FKPTQI59","C-K6240000","462.51","6","merchant__electronics","290.94","2021-09-08 18:24:11","2021-09-08 18:24:11"
"R-6MSPMLMH","O-N4RXW5SD","P-QQ2OV12P","C-ZFVVFYUF","328.08","4","merchant__bigboxretailer","312.13","2021-09-08 18:34:17","2021-09-08 18:34:17"
"R-SB30LCXP","O-8LHRNG4A","P-4T2DYSGY","C-A1A1X3SB","106.28","1","merchant__bigboxretailer","575.89","2021-09-08 19:23:07","2021-09-08 19:23:07"
"R-AVTQYKS3","O-X8J6BB1M","P-AOCIVY7V","C-BJS8DPH8","555.98","7","merchant__electronics","503.7","2021-09-08 20:13:51","2021-09-08 20:13:51"
"R-D38EVL6W","O-0SW1OTRF","P-YHQL78FM","C-U43IIL94","264.29","7","merchant__electronics","264.31","2021-09-09 08:07:51","2021-09-09 08:07:51"
"R-3QC0TJU2","O-384VUSNT","P-3QEYGQT6","C-VB8S6M1D","832.31","9","merchant__electronics","914.53","2021-09-09 08:59:35","2021-09-09 08:59:35"
"R-LEQAVWQG","O-M5UY579X","P-Z1MH6RU4","C-BIJ527R2","688.62","9","merchant__bigboxretailer","997.22","2021-09-09 10:07:08","2021-09-09 10:07:08"
"R-0QER3YTW","O-7CR6UFGU","P-AOCIVY7V","C-2T91XNBT","27.52","1","merchant__clothing","85.96","2021-09-09 11:36:11","2021-09-09 11:36:11"
"R-J6FT4GCZ","O-AZAGGFDZ","P-WXWJ1PQH","C-9KEVX0H1","868.13","8","merchant__electronics","637.28","2021-09-09 12:49:39","2021-09-09 12:49:39"
"R-H9RI6I2Z","O-9GOVCY4A","P-EHKJYGAL","C-LQI9JUDK","242.81","1","merchant__electronics","345.71","2021-09-09 15:21:27","2021-09-09 15:21:27"
"R-L7JUS8VZ","O-M5UY579X","P-KODMDODH","C-BIJ527R2","52.9","8","merchant__bigboxretailer","153.74","2021-09-09 18:20:30","2021-09-09 18:20:30"
"R-9CIRA37Y","O-832O88ZI","P-IATI6E7C","C-AH3DPAY9","14.75","1","merchant__bigboxretailer","62.92","2021-09-09 21:10:46","2021-09-09 21:10:46"
"R-STSBZLKK","O-9GOVCY4A","P-0EHNKABW","C-LQI9JUDK","203.6","4","merchant__electronics","285.73","2021-09-10 14:00:10","2021-09-10 14:00:10"
"R-GT6XP5QB","O-1AX6E97Y","P-KODMDODH","C-593LX1X7","739.04","3","merchant__electronics","793.35","2021-09-10 14:00:16","2021-09-10 14:00:16"
"R-WO6SQKW8","O-N4RXW5SD","P-OZOXVVH9","C-ZFVVFYUF","469.16","8","merchant__bigboxretailer","934.15","2021-09-10 18:51:32","2021-09-10 18:51:32"
"R-74RLCV4R","O-A0P1GH0D","P-YS3GT836","C-A1A1X3SB","34.08","5","merchant__bigboxretailer","103.01","2021-09-10 22:10:58","2021-09-10 22:10:58"
"R-M9SGONCB","O-3GEIN7VT","P-IW00QT67","C-LPGCYTQU","864.67","10","merchant__bigboxretailer","867.73","2021-09-11 06:48:15","2021-09-11 06:48:15"
"R-DXOS118O","O-T6IH1DQF","P-TLNTAS8N","C-PBCC6KW5","462.73","10","merchant__electronics","623.27","2021-09-11 13:50:14","2021-09-11 13:50:14"
