"monthly_inventory_id","product__product_id","inventory_month","monthly_quantity_eom","wdf__client_id","monthly_quantity_bom","date"
"M-8SJWQEOE","P-B133E5GU","2021-04-01","30547","merchant__electronics","31508","2021-04-01 00:00:00"
"M-P2F3JVZ0","P-71K5EPIZ","2021-04-01","31048","merchant__electronics","31895","2021-04-01 00:00:00"
"M-1A3XOA45","P-C62GOWS4","2021-04-01","30357","merchant__electronics","31220","2021-04-01 00:00:00"
"M-1ST8GEMV","P-S9SV88ZB","2021-04-01","30596","merchant__electronics","31452","2021-04-01 00:00:00"
"M-FOJXDMWS","P-PICZSIFB","2021-04-01","30211","merchant__electronics","31059","2021-04-01 00:00:00"
"M-U9BZZWOZ","P-8Q7E4XWL","2021-04-01","254","merchant__electronics","254","2021-04-01 00:00:00"
"M-GKZ0BTKB","P-ZB7UQRXA","2021-04-01","976","merchant__electronics","976","2021-04-01 00:00:00"
"M-6HFRKEG8","P-YLYHG9DI","2021-04-01","154","merchant__electronics","154","2021-04-01 00:00:00"
"M-OBI4PG0V","P-GG6SRFRI","2021-04-01","113","merchant__electronics","113","2021-04-01 00:00:00"
"M-9JZSG02C","P-MBVSWRQE","2021-04-01","464","merchant__electronics","464","2021-04-01 00:00:00"
"M-0SPMBL19","P-WC5UB7OD","2021-04-01","378","merchant__electronics","378","2021-04-01 00:00:00"
"M-FDE5LGSS","P-33JGK6R3","2021-04-01","38","merchant__electronics","38","2021-04-01 00:00:00"
"M-1DVUKULN","P-I40CH1VY","2021-04-01","607","merchant__electronics","607","2021-04-01 00:00:00"
"M-BR0Z3IW1","P-LCNYTMRM","2021-04-01","99","merchant__electronics","99","2021-04-01 00:00:00"
"M-86BKH8IW","P-FKL70JPO","2021-04-01","579","merchant__electronics","579","2021-04-01 00:00:00"
"M-AL3VMA5T","P-PDBC8R3I","2021-04-01","956","merchant__electronics","956","2021-04-01 00:00:00"
"M-JKB8H6GE","P-BLJ9N6B1","2021-04-01","207","merchant__electronics","207","2021-04-01 00:00:00"
"M-51H4ARRL","P-GK4GAM4E","2021-04-01","388","merchant__electronics","388","2021-04-01 00:00:00"
"M-DVFKUP55","P-RGWCH2QE","2021-04-01","828","merchant__electronics","828","2021-04-01 00:00:00"
"M-8RULRJQO","P-18Z2UEJ2","2021-04-01","721","merchant__electronics","721","2021-04-01 00:00:00"
"M-1NRR3Q48","P-CQTSDEI3","2021-04-01","752","merchant__electronics","752","2021-04-01 00:00:00"
"M-1ZREJ4D4","P-YDFVJOZ9","2021-04-01","743","merchant__electronics","743","2021-04-01 00:00:00"
"M-Y38QL3TC","P-XHSAEDLK","2021-04-01","589","merchant__electronics","589","2021-04-01 00:00:00"
"M-DXMS9GC8","P-0O7TA9NL","2021-04-01","456","merchant__electronics","456","2021-04-01 00:00:00"
"M-EKOKZ1QE","P-9VGAX24L","2021-04-01","180","merchant__electronics","180","2021-04-01 00:00:00"
"M-VPA3KWA9","P-O4AYKOW8","2021-04-01","839","merchant__electronics","839","2021-04-01 00:00:00"
"M-4RKIIUY8","P-0S9Y7C8H","2021-04-01","743","merchant__electronics","743","2021-04-01 00:00:00"
"M-JXJHK1IU","P-3WHQ8JB1","2021-04-01","104","merchant__electronics","104","2021-04-01 00:00:00"
"M-49NSEK47","P-WLIINZZA","2021-04-01","415","merchant__electronics","415","2021-04-01 00:00:00"
"M-L630C9CG","P-KBM2MXOA","2021-04-01","637","merchant__electronics","637","2021-04-01 00:00:00"
"M-XUW4FDUN","P-G1EAU5X7","2021-04-01","87","merchant__electronics","87","2021-04-01 00:00:00"
"M-YTL5KO9P","P-43WKFSAY","2021-04-01","311","merchant__electronics","311","2021-04-01 00:00:00"
"M-T7K5UL35","P-D74LH52Z","2021-04-01","642","merchant__electronics","642","2021-04-01 00:00:00"
"M-XD2N8TDJ","P-9584CF34","2021-04-01","261","merchant__electronics","261","2021-04-01 00:00:00"
"M-G481BPS6","P-6W0RXJIJ","2021-04-01","803","merchant__electronics","803","2021-04-01 00:00:00"
"M-66LDLPRD","P-9E2QWWYF","2021-05-01","8401","merchant__clothing","8646","2021-05-01 00:00:00"
"M-0DA2TFZA","P-VVFU1JSD","2021-05-01","9217","merchant__clothing","9519","2021-05-01 00:00:00"
"M-OPVCW4A1","P-UWZBNWBF","2021-05-01","9446","merchant__clothing","9701","2021-05-01 00:00:00"
"M-8MXW9CGM","P-QJM9CGOC","2021-05-01","9306","merchant__clothing","9568","2021-05-01 00:00:00"
"M-S2FVPOVX","P-AP2VLH9R","2021-05-01","8357","merchant__clothing","8642","2021-05-01 00:00:00"
"M-UFBKXESE","P-F7E5IX2B","2021-05-01","8899","merchant__clothing","9185","2021-05-01 00:00:00"
"M-AS6QNKP5","P-WELC80UL","2021-05-01","8632","merchant__clothing","8822","2021-05-01 00:00:00"
"M-P6RWMV1Y","P-IZ01YCC0","2021-05-01","8575","merchant__clothing","8815","2021-05-01 00:00:00"
"M-WAZMWX9L","P-Z8YAFBZT","2021-05-01","8296","merchant__clothing","8573","2021-05-01 00:00:00"
"M-48HB4JIV","P-SF7F2R8W","2021-05-01","9159","merchant__clothing","9417","2021-05-01 00:00:00"
"M-DSJMFKKP","P-HYD6V6R6","2021-05-01","8826","merchant__clothing","9003","2021-05-01 00:00:00"
"M-SCWF888H","P-LYKV1PFD","2021-05-01","8925","merchant__clothing","9220","2021-05-01 00:00:00"
"M-RSZDFX64","P-86QVHCKN","2021-05-01","8670","merchant__clothing","8992","2021-05-01 00:00:00"
"M-2RMICNN6","P-CT29LLIB","2021-05-01","8629","merchant__clothing","8945","2021-05-01 00:00:00"
"M-EIGQMBNH","P-2C2DM5TS","2021-05-01","9133","merchant__clothing","9412","2021-05-01 00:00:00"
"M-9VV6ZHT8","P-2CM3ADX9","2021-05-01","9820","merchant__clothing","10077","2021-05-01 00:00:00"
"M-E1RSBS89","P-LC1GVCVA","2021-05-01","8398","merchant__clothing","8673","2021-05-01 00:00:00"
"M-W2NTPDY6","P-81930YFA","2021-05-01","9082","merchant__clothing","9365","2021-05-01 00:00:00"
"M-4389BCG6","P-J8QNCOER","2021-05-01","9009","merchant__clothing","9292","2021-05-01 00:00:00"
"M-V4EJRH8D","P-5MBMB0WZ","2021-05-01","8969","merchant__clothing","9227","2021-05-01 00:00:00"
"M-GJ4QXZ71","P-1FJ5TPIN","2021-05-01","8710","merchant__clothing","8913","2021-05-01 00:00:00"
"M-M914LX5K","P-SLNK6RR7","2021-05-01","9100","merchant__clothing","9341","2021-05-01 00:00:00"
"M-TU989GGF","P-2TVAJ7B5","2021-05-01","9148","merchant__clothing","9442","2021-05-01 00:00:00"
"M-KKHYCA71","P-CEAA4SO6","2021-05-01","8958","merchant__clothing","9189","2021-05-01 00:00:00"
"M-7RTBGTD8","P-6H7X4WKL","2021-05-01","8650","merchant__clothing","8885","2021-05-01 00:00:00"
"M-2QKHQW37","P-6NI7O7PQ","2021-05-01","8629","merchant__clothing","8930","2021-05-01 00:00:00"
"M-M3FZ1843","P-EBTAOP0H","2021-05-01","8849","merchant__clothing","9087","2021-05-01 00:00:00"
"M-RV65RP8Q","P-NXER8PK7","2021-05-01","9305","merchant__clothing","9558","2021-05-01 00:00:00"
"M-Z2BQRP3I","P-72ZJFVDT","2021-05-01","9200","merchant__clothing","9493","2021-05-01 00:00:00"
"M-H94H8YZB","P-6FVM832Y","2021-05-01","9169","merchant__clothing","9457","2021-05-01 00:00:00"
"M-5AV23RTQ","P-IEU0ZQOA","2021-05-01","8648","merchant__clothing","8908","2021-05-01 00:00:00"
"M-KCD6WDCP","P-M35CA2E9","2021-05-01","8893","merchant__clothing","9225","2021-05-01 00:00:00"
"M-C0HSJ9P3","P-KG7R8M2L","2021-05-01","9102","merchant__clothing","9312","2021-05-01 00:00:00"
"M-EF0FFGEX","P-TYYC4TYQ","2021-05-01","8317","merchant__clothing","8592","2021-05-01 00:00:00"
"M-HSL1TS3Q","P-SYY6JT1Q","2021-05-01","9488","merchant__clothing","9718","2021-05-01 00:00:00"
"M-3XWF3SY5","P-WKDWO58J","2021-05-01","9112","merchant__clothing","9338","2021-05-01 00:00:00"
"M-POKHNEV4","P-G75MYA3L","2021-05-01","8590","merchant__clothing","8892","2021-05-01 00:00:00"
"M-SSK0X8BQ","P-9NPZMJMF","2021-05-01","8901","merchant__clothing","9168","2021-05-01 00:00:00"
"M-0EDOE3KK","P-OPA3WYFJ","2021-05-01","8662","merchant__clothing","8879","2021-05-01 00:00:00"
"M-YQQQISAV","P-2J8Y2UV0","2021-05-01","8402","merchant__clothing","8630","2021-05-01 00:00:00"
"M-M7TPR9YL","P-HY4II61Y","2021-05-01","9163","merchant__clothing","9440","2021-05-01 00:00:00"
"M-RN5H5JYY","P-1ILMUXUR","2021-05-01","8442","merchant__clothing","8655","2021-05-01 00:00:00"
"M-XH2JB06E","P-Q3DDHVO9","2021-05-01","8442","merchant__clothing","8775","2021-05-01 00:00:00"
"M-YJZLRNLR","P-7YUZFE6E","2021-05-01","9665","merchant__clothing","9923","2021-05-01 00:00:00"
"M-FZMN8PT1","P-W9FP7F15","2021-05-01","8216","merchant__clothing","8470","2021-05-01 00:00:00"
"M-5S1AS6KI","P-T4L7LL0Z","2021-05-01","8479","merchant__clothing","8778","2021-05-01 00:00:00"
"M-R01CXF5J","P-SRSOUJM9","2021-05-01","8559","merchant__clothing","8824","2021-05-01 00:00:00"
"M-RCTYJ7U9","P-HSDMHDL8","2021-05-01","8692","merchant__clothing","8907","2021-05-01 00:00:00"
"M-TW41JL42","P-PUEZLWDA","2021-05-01","9088","merchant__clothing","9363","2021-05-01 00:00:00"
"M-D7S9H2CN","P-M12YKA1Z","2021-05-01","8505","merchant__clothing","8744","2021-05-01 00:00:00"
"M-5JL9EYUB","P-N1M7DVQ3","2021-05-01","8570","merchant__clothing","8772","2021-05-01 00:00:00"
"M-DJGLUQWP","P-8QKO0364","2021-05-01","8768","merchant__clothing","9101","2021-05-01 00:00:00"
"M-WJ7OZS5X","P-3W7QPD97","2021-05-01","178","merchant__clothing","178","2021-05-01 00:00:00"
"M-B78K2Z5F","P-ULHRG4GB","2021-05-01","24","merchant__clothing","24","2021-05-01 00:00:00"
"M-3Z5GXMLN","P-3Y7S5IDJ","2021-05-01","843","merchant__clothing","843","2021-05-01 00:00:00"
"M-05UNOC42","P-0UMDKDI8","2021-05-01","798","merchant__clothing","798","2021-05-01 00:00:00"
"M-66BLVWQQ","P-B133E5GU","2021-05-01","934","merchant__clothing","934","2021-05-01 00:00:00"
"M-OG3COPVI","P-71K5EPIZ","2021-05-01","299","merchant__clothing","299","2021-05-01 00:00:00"
"M-UU18B7G8","P-C62GOWS4","2021-05-01","26","merchant__clothing","26","2021-05-01 00:00:00"
"M-8330ZT3C","P-S9SV88ZB","2021-05-01","9","merchant__clothing","9","2021-05-01 00:00:00"
"M-DTAEIN3D","P-PICZSIFB","2021-05-01","117","merchant__clothing","117","2021-05-01 00:00:00"
"M-53590S1S","P-8Q7E4XWL","2021-05-01","970","merchant__clothing","970","2021-05-01 00:00:00"
"M-10LQVT2E","P-ZB7UQRXA","2021-05-01","521","merchant__clothing","521","2021-05-01 00:00:00"
"M-J33CKDNA","P-YLYHG9DI","2021-05-01","85","merchant__clothing","85","2021-05-01 00:00:00"
"M-L1KKN4WB","P-GG6SRFRI","2021-05-01","794","merchant__clothing","794","2021-05-01 00:00:00"
"M-BRPUCSXW","P-MBVSWRQE","2021-05-01","688","merchant__clothing","688","2021-05-01 00:00:00"
"M-WIFQ3Q2G","P-WC5UB7OD","2021-05-01","755","merchant__clothing","755","2021-05-01 00:00:00"
"M-73I46CHH","P-33JGK6R3","2021-05-01","421","merchant__clothing","421","2021-05-01 00:00:00"
"M-3XVA63IR","P-I40CH1VY","2021-05-01","207","merchant__clothing","207","2021-05-01 00:00:00"
"M-2TIFV859","P-LCNYTMRM","2021-05-01","756","merchant__clothing","756","2021-05-01 00:00:00"
"M-Y2EYOVZZ","P-FKL70JPO","2021-05-01","803","merchant__clothing","803","2021-05-01 00:00:00"
"M-NFPTKB0R","P-PDBC8R3I","2021-05-01","395","merchant__clothing","395","2021-05-01 00:00:00"
"M-1MEP61LE","P-BLJ9N6B1","2021-05-01","588","merchant__clothing","588","2021-05-01 00:00:00"
"M-X0T5034P","P-GK4GAM4E","2021-05-01","521","merchant__clothing","521","2021-05-01 00:00:00"
"M-WVKBLW7V","P-RGWCH2QE","2021-05-01","985","merchant__clothing","985","2021-05-01 00:00:00"
"M-IE02U5L1","P-18Z2UEJ2","2021-05-01","425","merchant__clothing","425","2021-05-01 00:00:00"
"M-IKQ8I9A5","P-CQTSDEI3","2021-05-01","847","merchant__clothing","847","2021-05-01 00:00:00"
"M-T4DWXJC9","P-YDFVJOZ9","2021-05-01","623","merchant__clothing","623","2021-05-01 00:00:00"
"M-44A4WNO7","P-XHSAEDLK","2021-05-01","10","merchant__clothing","10","2021-05-01 00:00:00"
"M-CFZJSJ3K","P-0O7TA9NL","2021-05-01","666","merchant__clothing","666","2021-05-01 00:00:00"
"M-E5L0L2CD","P-9VGAX24L","2021-05-01","93","merchant__clothing","93","2021-05-01 00:00:00"
"M-ZGQN2RPM","P-O4AYKOW8","2021-05-01","476","merchant__clothing","476","2021-05-01 00:00:00"
"M-RA9VRY8Z","P-0S9Y7C8H","2021-05-01","928","merchant__clothing","928","2021-05-01 00:00:00"
"M-FAJT9TJG","P-3WHQ8JB1","2021-05-01","229","merchant__clothing","229","2021-05-01 00:00:00"
"M-AZHJNNVD","P-WLIINZZA","2021-05-01","762","merchant__clothing","762","2021-05-01 00:00:00"
"M-41VKMY1P","P-KBM2MXOA","2021-05-01","55","merchant__clothing","55","2021-05-01 00:00:00"
"M-V2I26QOE","P-G1EAU5X7","2021-05-01","8960","merchant__clothing","9218","2021-05-01 00:00:00"
"M-8EMG5DCI","P-43WKFSAY","2021-05-01","9094","merchant__clothing","9314","2021-05-01 00:00:00"
"M-MSCEIHHX","P-D74LH52Z","2021-05-01","8823","merchant__clothing","9075","2021-05-01 00:00:00"
"M-86Y5H3Z1","P-9584CF34","2021-05-01","9015","merchant__clothing","9256","2021-05-01 00:00:00"
"M-7318YFDT","P-6W0RXJIJ","2021-05-01","8624","merchant__clothing","8916","2021-05-01 00:00:00"
"M-U2YNOKRY","P-9E2QWWYF","2021-05-01","107","merchant__bigboxretailer","107","2021-05-01 00:00:00"
"M-5OK8S0S0","P-VVFU1JSD","2021-05-01","607","merchant__bigboxretailer","607","2021-05-01 00:00:00"
"M-Z4TINIGP","P-UWZBNWBF","2021-05-01","760","merchant__bigboxretailer","760","2021-05-01 00:00:00"
"M-9W84AYZ5","P-QJM9CGOC","2021-05-01","974","merchant__bigboxretailer","974","2021-05-01 00:00:00"
"M-SPHE0GX9","P-AP2VLH9R","2021-05-01","331","merchant__bigboxretailer","331","2021-05-01 00:00:00"
"M-Z4QJRBEW","P-F7E5IX2B","2021-05-01","756","merchant__bigboxretailer","756","2021-05-01 00:00:00"
"M-O1UFD2PS","P-WELC80UL","2021-05-01","750","merchant__bigboxretailer","750","2021-05-01 00:00:00"
"M-88MDAY0Y","P-IZ01YCC0","2021-05-01","293","merchant__bigboxretailer","293","2021-05-01 00:00:00"
"M-2XN4S5AW","P-Z8YAFBZT","2021-05-01","801","merchant__bigboxretailer","801","2021-05-01 00:00:00"
"M-4FWRRT5N","P-SF7F2R8W","2021-05-01","276","merchant__bigboxretailer","276","2021-05-01 00:00:00"
"M-S85X6ARJ","P-HYD6V6R6","2021-05-01","838","merchant__bigboxretailer","838","2021-05-01 00:00:00"
"M-N8BRB69J","P-LYKV1PFD","2021-05-01","774","merchant__bigboxretailer","774","2021-05-01 00:00:00"
"M-2SFPQMC0","P-86QVHCKN","2021-05-01","781","merchant__bigboxretailer","781","2021-05-01 00:00:00"
"M-LGISF1OF","P-CT29LLIB","2021-05-01","167","merchant__bigboxretailer","167","2021-05-01 00:00:00"
"M-5Q9Y489M","P-2C2DM5TS","2021-05-01","438","merchant__bigboxretailer","438","2021-05-01 00:00:00"
"M-4QBCMH2N","P-2CM3ADX9","2021-05-01","865","merchant__bigboxretailer","865","2021-05-01 00:00:00"
"M-N3URMYU7","P-LC1GVCVA","2021-05-01","990","merchant__bigboxretailer","990","2021-05-01 00:00:00"
"M-4GJCT68A","P-81930YFA","2021-05-01","125","merchant__bigboxretailer","125","2021-05-01 00:00:00"
"M-1CTJ6OJK","P-J8QNCOER","2021-05-01","981","merchant__bigboxretailer","981","2021-05-01 00:00:00"
"M-YO9NAKKN","P-5MBMB0WZ","2021-05-01","755","merchant__bigboxretailer","755","2021-05-01 00:00:00"
"M-OG2VNA7V","P-1FJ5TPIN","2021-05-01","698","merchant__bigboxretailer","698","2021-05-01 00:00:00"
"M-093SVPZ2","P-SLNK6RR7","2021-05-01","317","merchant__bigboxretailer","317","2021-05-01 00:00:00"
"M-OZNIYD3T","P-2TVAJ7B5","2021-05-01","129","merchant__bigboxretailer","129","2021-05-01 00:00:00"
"M-EBICU8HB","P-CEAA4SO6","2021-05-01","636","merchant__bigboxretailer","636","2021-05-01 00:00:00"
"M-KEBNTYPN","P-6H7X4WKL","2021-05-01","968","merchant__bigboxretailer","968","2021-05-01 00:00:00"
"M-42SO39OI","P-6NI7O7PQ","2021-05-01","570","merchant__bigboxretailer","570","2021-05-01 00:00:00"
"M-5HU0TSZ9","P-EBTAOP0H","2021-05-01","776","merchant__bigboxretailer","776","2021-05-01 00:00:00"
"M-HREKACL5","P-NXER8PK7","2021-05-01","230","merchant__bigboxretailer","230","2021-05-01 00:00:00"
"M-3EL327UA","P-72ZJFVDT","2021-05-01","847","merchant__bigboxretailer","847","2021-05-01 00:00:00"
"M-2B9REDOG","P-6FVM832Y","2021-05-01","654","merchant__bigboxretailer","654","2021-05-01 00:00:00"
"M-1UW85JD5","P-IEU0ZQOA","2021-05-01","978","merchant__bigboxretailer","978","2021-05-01 00:00:00"
"M-ZKPGB8I2","P-M35CA2E9","2021-05-01","84","merchant__bigboxretailer","84","2021-05-01 00:00:00"
"M-EI7J9KUS","P-KG7R8M2L","2021-05-01","467","merchant__bigboxretailer","467","2021-05-01 00:00:00"
"M-MVXXO8NS","P-TYYC4TYQ","2021-05-01","826","merchant__bigboxretailer","826","2021-05-01 00:00:00"
"M-UL4H81IL","P-SYY6JT1Q","2021-05-01","320","merchant__bigboxretailer","320","2021-05-01 00:00:00"
"M-BAUA5G6Q","P-WKDWO58J","2021-05-01","262","merchant__bigboxretailer","262","2021-05-01 00:00:00"
"M-VVI9FFPJ","P-G75MYA3L","2021-05-01","379","merchant__bigboxretailer","379","2021-05-01 00:00:00"
"M-UEBL140S","P-9NPZMJMF","2021-05-01","606","merchant__bigboxretailer","606","2021-05-01 00:00:00"
"M-55R2AMCP","P-OPA3WYFJ","2021-05-01","377","merchant__bigboxretailer","377","2021-05-01 00:00:00"
"M-BXH11ZA5","P-2J8Y2UV0","2021-05-01","831","merchant__bigboxretailer","831","2021-05-01 00:00:00"
"M-DLXS9J3B","P-HY4II61Y","2021-05-01","420","merchant__bigboxretailer","420","2021-05-01 00:00:00"
"M-Y0PIXKFZ","P-1ILMUXUR","2021-05-01","899","merchant__bigboxretailer","899","2021-05-01 00:00:00"
"M-W39WL4O2","P-Q3DDHVO9","2021-05-01","291","merchant__bigboxretailer","291","2021-05-01 00:00:00"
"M-ERWB6K0E","P-7YUZFE6E","2021-05-01","705","merchant__bigboxretailer","705","2021-05-01 00:00:00"
"M-2PTWID89","P-W9FP7F15","2021-05-01","95","merchant__bigboxretailer","95","2021-05-01 00:00:00"
"M-HKX11TWZ","P-T4L7LL0Z","2021-05-01","811","merchant__bigboxretailer","811","2021-05-01 00:00:00"
"M-51C0T55P","P-SRSOUJM9","2021-05-01","776","merchant__bigboxretailer","776","2021-05-01 00:00:00"
"M-98DXH7OO","P-HSDMHDL8","2021-05-01","900","merchant__bigboxretailer","900","2021-05-01 00:00:00"
"M-BITS749Y","P-PUEZLWDA","2021-05-01","280","merchant__bigboxretailer","280","2021-05-01 00:00:00"
"M-2C8FM5RB","P-M12YKA1Z","2021-05-01","24","merchant__bigboxretailer","24","2021-05-01 00:00:00"
"M-8KGO29XA","P-N1M7DVQ3","2021-05-01","490","merchant__bigboxretailer","490","2021-05-01 00:00:00"
"M-VCHDNTD8","P-8QKO0364","2021-05-01","259","merchant__bigboxretailer","259","2021-05-01 00:00:00"
"M-OBF9L8YQ","P-3W7QPD97","2021-05-01","18028","merchant__bigboxretailer","18491","2021-05-01 00:00:00"
"M-YE0WFHB9","P-ULHRG4GB","2021-05-01","17883","merchant__bigboxretailer","18397","2021-05-01 00:00:00"
"M-Y69B7X5S","P-3Y7S5IDJ","2021-05-01","17187","merchant__bigboxretailer","17836","2021-05-01 00:00:00"
"M-GJGC727M","P-0UMDKDI8","2021-05-01","17368","merchant__bigboxretailer","18021","2021-05-01 00:00:00"
"M-ZKXOJ3X3","P-B133E5GU","2021-05-01","18128","merchant__bigboxretailer","18620","2021-05-01 00:00:00"
"M-F7SHY2WE","P-71K5EPIZ","2021-05-01","17616","merchant__bigboxretailer","18200","2021-05-01 00:00:00"
"M-2MI6NEMJ","P-C62GOWS4","2021-05-01","17596","merchant__bigboxretailer","18120","2021-05-01 00:00:00"
"M-RDKD27IH","P-S9SV88ZB","2021-05-01","17822","merchant__bigboxretailer","18435","2021-05-01 00:00:00"
"M-41IWI5PH","P-PICZSIFB","2021-05-01","18079","merchant__bigboxretailer","18612","2021-05-01 00:00:00"
"M-43W77Z2W","P-8Q7E4XWL","2021-05-01","17662","merchant__bigboxretailer","18185","2021-05-01 00:00:00"
"M-I8RBU5TX","P-ZB7UQRXA","2021-05-01","17354","merchant__bigboxretailer","17874","2021-05-01 00:00:00"
"M-VUAFVW8V","P-YLYHG9DI","2021-05-01","16839","merchant__bigboxretailer","17326","2021-05-01 00:00:00"
"M-98L7HKCH","P-GG6SRFRI","2021-05-01","18219","merchant__bigboxretailer","18687","2021-05-01 00:00:00"
"M-FUR9HA70","P-MBVSWRQE","2021-05-01","18013","merchant__bigboxretailer","18524","2021-05-01 00:00:00"
"M-4RENFVVZ","P-WC5UB7OD","2021-05-01","17460","merchant__bigboxretailer","18084","2021-05-01 00:00:00"
"M-MGRO7Q01","P-33JGK6R3","2021-05-01","17197","merchant__bigboxretailer","17727","2021-05-01 00:00:00"
"M-LG405OYA","P-I40CH1VY","2021-05-01","17582","merchant__bigboxretailer","18009","2021-05-01 00:00:00"
"M-XRL3EBR8","P-LCNYTMRM","2021-05-01","18014","merchant__bigboxretailer","18582","2021-05-01 00:00:00"
"M-JQ6ANNVO","P-FKL70JPO","2021-05-01","17645","merchant__bigboxretailer","18205","2021-05-01 00:00:00"
"M-ETIW8T7F","P-PDBC8R3I","2021-05-01","17066","merchant__bigboxretailer","17637","2021-05-01 00:00:00"
"M-0X2QTZVS","P-BLJ9N6B1","2021-05-01","18498","merchant__bigboxretailer","18890","2021-05-01 00:00:00"
"M-SFQDT2V0","P-GK4GAM4E","2021-05-01","17390","merchant__bigboxretailer","17984","2021-05-01 00:00:00"
"M-O4XROT3M","P-RGWCH2QE","2021-05-01","18475","merchant__bigboxretailer","18984","2021-05-01 00:00:00"
"M-1KDFBJKO","P-18Z2UEJ2","2021-05-01","18225","merchant__bigboxretailer","18737","2021-05-01 00:00:00"
"M-0IOIX5TS","P-CQTSDEI3","2021-05-01","17662","merchant__bigboxretailer","18223","2021-05-01 00:00:00"
"M-F24UXU7D","P-YDFVJOZ9","2021-05-01","17317","merchant__bigboxretailer","17751","2021-05-01 00:00:00"
"M-01HEHH7A","P-XHSAEDLK","2021-05-01","18037","merchant__bigboxretailer","18493","2021-05-01 00:00:00"
"M-3VSI7NBA","P-0O7TA9NL","2021-05-01","17857","merchant__bigboxretailer","18430","2021-05-01 00:00:00"
"M-4HBZSRVW","P-9VGAX24L","2021-05-01","17466","merchant__bigboxretailer","18062","2021-05-01 00:00:00"
"M-X2MOWM1N","P-O4AYKOW8","2021-05-01","18204","merchant__bigboxretailer","18774","2021-05-01 00:00:00"
"M-8QJAIRAU","P-0S9Y7C8H","2021-05-01","18156","merchant__bigboxretailer","18730","2021-05-01 00:00:00"
"M-1N2WXHPH","P-3WHQ8JB1","2021-05-01","17718","merchant__bigboxretailer","18328","2021-05-01 00:00:00"
"M-EXIC6SV5","P-WLIINZZA","2021-05-01","17922","merchant__bigboxretailer","18460","2021-05-01 00:00:00"
"M-3KIZWY2V","P-KBM2MXOA","2021-05-01","17986","merchant__bigboxretailer","18466","2021-05-01 00:00:00"
"M-4LFNKIZ3","P-G1EAU5X7","2021-05-01","18661","merchant__bigboxretailer","19162","2021-05-01 00:00:00"
"M-MZY5GV5K","P-43WKFSAY","2021-05-01","17921","merchant__bigboxretailer","18274","2021-05-01 00:00:00"
"M-ELT3ZCWQ","P-D74LH52Z","2021-05-01","17499","merchant__bigboxretailer","18012","2021-05-01 00:00:00"
"M-IKFG2HUA","P-9584CF34","2021-05-01","17916","merchant__bigboxretailer","18511","2021-05-01 00:00:00"
"M-IW71DOBC","P-6W0RXJIJ","2021-05-01","17832","merchant__bigboxretailer","18346","2021-05-01 00:00:00"
"M-JXZDIDB2","P-9E2QWWYF","2021-05-01","28835","merchant__electronics","29681","2021-05-01 00:00:00"
"M-TC6TFIFQ","P-VVFU1JSD","2021-05-01","29463","merchant__electronics","30425","2021-05-01 00:00:00"
